id,loss
1636,1223.0904541
1639,1144.96765137
1640,4958.25195312
1644,1075.69116211
1646,1473.1003418
1647,2459.8605957
1654,1394.85522461
1655,3024.66894531
1664,5872.68798828
1665,2036.12915039
1667,4681.13818359
1669,1153.53149414
1678,2048.49609375
1682,2277.30883789
1689,1066.30187988
1690,2540.08740234
1693,5421.16650391
1695,910.246765137
1705,2218.11547852
1706,2373.26879883
1708,2000.55700684
1716,1947.27380371
1720,9102.91601562
1722,1537.98120117
1749,4113.65527344
1750,1779.43518066
1751,5802.0390625
1760,3005.06494141
1763,4878.96386719
1770,1452.78674316
1777,2084.49072266
1785,5582.73730469
1791,1149.21032715
1794,4152.01269531
1800,1260.55554199
1816,1254.34985352
1817,1099.51098633
1821,3141.16357422
1836,1406.10644531
1838,1548.32067871
1851,1865.46118164
1852,2778.28076172
1854,2501.63012695
1856,810.193359375
1865,760.498352051
1872,1103.08862305
1878,793.889526367
1880,970.890014648
1881,1360.89550781
1882,1907.42736816
1886,847.45526123
1892,1578.69750977
1894,2185.59423828
1898,2458.70849609
1899,2546.12231445
1902,1183.27502441
1903,3745.19018555
1906,1100.53955078
1910,2428.01708984
1911,1719.48266602
1914,3179.64331055
1929,3139.61450195
1932,1393.27404785
1952,995.012817383
1959,1258.43322754
1960,1539.37915039
1976,4032.0246582
1980,2919.42529297
1981,1807.42419434
1987,2102.58349609
1994,1546.51342773
2000,781.982910156
2008,2124.31640625
2011,2234.29467773
2012,4947.80810547
2019,1721.72924805
2022,3012.41650391
2024,8531.75195312
2028,932.303894043
2030,3520.97729492
2031,7014.47900391
2047,1828.21777344
2049,669.725769043
2050,1525.46069336
2051,4092.87353516
2056,1616.41223145
2057,1083.2442627
2059,2231.20874023
2069,3725.14501953
2085,1774.63598633
2089,945.845336914
2090,1571.88183594
2101,2905.84838867
2114,2890.79858398
2115,1357.03442383
2118,1214.36450195
2119,2263.48632812
2125,1479.52844238
2128,3287.04248047
2129,1516.16931152
2132,1826.03881836
2133,2466.39648438
2135,805.168579102
2136,1703.53222656
2143,1269.01757812
2144,1150.44067383
2145,2885.10620117
2152,2256.24194336
2160,3459.22119141
2166,1552.76293945
2169,1065.82824707
2170,1667.59545898
2172,1585.03442383
2181,1573.85473633
2183,1797.36230469
2185,2923.61572266
2188,2331.47412109
2189,2198.27172852
2194,4407.70947266
2202,1420.88989258
2208,2813.82666016
2227,1820.13867188
2230,4997.91503906
2235,2370.49462891
2236,1662.27209473
2244,7335.43994141
2248,1471.28051758
2252,1406.41760254
2254,1588.64599609
2260,4753.18505859
2263,1894.59143066
2274,1469.30004883
2277,989.817382812
2279,6135.37988281
2280,12780.0410156
2283,2650.15429688
2284,779.757080078
2288,3028.8762207
2292,1962.01049805
2295,5537.13720703
2296,1243.19360352
2299,2642.14208984
2315,5085.60986328
2318,1588.56481934
2329,10929.9609375
2337,1448.52307129
2340,1060.82189941
2342,1710.15466309
2347,2465.1730957
2349,4514.83886719
2354,1286.31359863
2361,2519.88427734
2370,1527.82714844
2378,3158.43212891
2382,3829.1262207
2387,1366.56433105
2389,1928.1472168
2394,1323.92834473
2396,2058.47998047
2400,2568.48779297
2407,2430.26831055
2414,1103.39477539
2415,1826.70776367
2421,2124.35546875
2427,1548.98498535
2428,2435.23681641
2430,2527.98779297
2435,2344.08642578
2445,5084.81494141
2446,1633.75439453
2447,1303.53918457
2449,1969.81079102
2451,1708.18103027
2458,13425.1621094
2462,11118.0527344
2463,2928.78271484
2467,2165.27197266
2471,5816.49462891
2475,2522.76977539
2478,3283.75073242
2483,4325.56738281
2485,1122.77026367
2487,1116.52929688
2494,732.302001953
2497,1862.921875
2499,1474.58325195
2503,1603.82714844
2513,2909.30883789
2515,1830.03161621
2522,1628.30761719
2523,1367.71740723
2528,2679.65869141
2532,4700.64355469
2536,1118.14001465
2538,1555.49694824
2539,985.406433105
2540,2400.78466797
2545,5241.46240234
2548,1069.49633789
2549,948.632446289
2553,2261.50146484
2563,1681.45825195
2566,2050.953125
2574,1400.62524414
2575,2498.92260742
2584,2590.18212891
2588,2228.78466797
2589,982.844116211
2592,1698.97192383
2596,1419.50195312
2598,1606.58935547
2602,904.191040039
2603,1578.82666016
2607,2426.84228516
2609,1455.18188477
2611,5503.51757812
2627,1567.0760498
2628,1875.96801758
2630,3185.49584961
2633,2111.12353516
2636,6346.48193359
2640,940.819946289
2641,1181.57678223
2657,4551.33056641
2659,949.343261719
2662,1111.57458496
2663,1818.01342773
2667,2032.28259277
2670,897.537475586
2682,2165.58129883
2694,3236.38525391
2699,6740.49609375
2700,2672.58813477
2703,5301.86865234
2708,2074.73779297
2714,893.056274414
2725,665.409301758
2726,1213.09545898
2727,1330.08947754
2732,2105.09326172
2733,5210.99462891
2736,5507.14599609
2745,2035.46130371
2760,1265.87890625
2764,1871.51403809
2765,6655.15625
2766,592.770141602
2775,1866.51208496
2783,1642.59375
2784,1138.29321289
2786,2363.99462891
2801,1274.1463623
2803,1696.00024414
2813,5270.1953125
2815,7345.62011719
2816,1616.53991699
2818,2916.36279297
2819,2458.44726562
2822,1283.47033691
2825,1648.87536621
2826,1426.6262207
2830,1673.68237305
2834,1319.98352051
2835,5488.06542969
2856,2620.07397461
2873,5838.53808594
2886,5177.01269531
2892,2615.79296875
2896,964.964538574
2897,1111.64294434
2899,2317.48291016
2901,1098.51208496
2909,5165.07958984
2914,3219.96508789
2915,1169.24768066
2916,2431.62939453
2919,889.672241211
2926,2426.84545898
2927,1895.10449219
2933,1639.41821289
2934,3025.33642578
2941,1701.09570312
2942,1741.09436035
2946,2664.765625
2949,1704.31420898
2952,1763.51953125
2957,8892.86914062
2962,1842.46875
2963,958.534057617
2965,1897.07250977
2966,6339.5234375
2971,2099.83349609
2975,703.478088379
2979,1095.21704102
2985,8859.60742188
2995,2411.26904297
2996,1340.80053711
3001,3483.55859375
3007,2065.22412109
3008,860.749328613
3014,3645.26708984
3017,10450.7734375
3021,1357.17626953
3025,2244.84521484
3026,970.122253418
3034,2247.02880859
3035,2493.33251953
3044,2767.20043945
3046,3233.52075195
3047,5582.60839844
3057,3255.81298828
3059,6189.20703125
3063,3790.3840332
3065,1361.15942383
3067,2513.41772461
3069,1444.08459473
3076,3423.35009766
3086,1257.34570312
3088,2001.19372559
3090,1864.72192383
3096,2780.80249023
3100,1133.92907715
3102,2048.87451172
3103,2289.77392578
3107,979.022460938
3118,1256.08959961
3120,4557.0390625
3123,2029.16479492
3128,1188.8737793
3132,1632.93908691
3140,1605.80114746
3152,2393.30102539
3165,2788.5546875
3183,1412.17443848
3190,1007.69494629
3197,1822.51293945
3201,1272.5222168
3203,1807.36853027
3214,2705.31567383
3219,2017.70629883
3220,1349.4185791
3221,3976.8137207
3229,1521.47338867
3234,1103.79663086
3235,3318.19799805
3240,1790.0
3241,1492.84729004
3249,1789.36914062
3254,938.507995605
3264,3734.89990234
3266,1800.75756836
3270,879.397644043
3282,1854.14001465
3285,1706.6184082
3289,1308.38598633
3291,1521.41149902
3295,2076.62792969
3299,871.80078125
3302,1443.81286621
3303,6215.06933594
3308,3260.36572266
3309,4163.33447266
3324,2054.32763672
3327,5527.06054688
3330,3874.17919922
3335,1271.6829834
3339,1715.20056152
3340,2547.80639648
3343,1479.92321777
3350,2582.05908203
3353,1532.27954102
3356,7572.64941406
3361,3291.51489258
3368,1030.03881836
3376,1451.35351562
3381,1119.85327148
3383,2457.55273438
3397,2737.31225586
3403,2087.77539062
3405,1743.20239258
3410,1444.89477539
3412,2295.20214844
3416,2700.58789062
3417,1606.86096191
3423,2990.12231445
3427,6894.70458984
3435,2860.43945312
3439,1213.38012695
3441,2204.53125
3450,1467.42150879
3453,1056.89477539
3454,1159.95861816
3458,8412.125
3459,1564.39086914
3467,3436.20117188
3469,5070.34033203
3477,1124.60534668
3478,8478.61035156
3482,923.10144043
3484,4871.43261719
3506,2560.52783203
3515,7171.57910156
3522,3013.2019043
3523,1516.90576172
3526,1295.00256348
3532,1511.4519043
3534,1774.68029785
3537,1078.06176758
3539,1016.17468262
3542,5021.26513672
3545,1341.46899414
3552,1595.63525391
3554,1348.78540039
3573,1901.82543945
3576,1147.97460938
3577,2682.77392578
3580,1655.26818848
3583,1071.1862793
3584,1551.07910156
3609,1149.01550293
3613,5025.57861328
3623,2127.78295898
3624,3352.71533203
3638,8077.35644531
3642,1982.05993652
3643,2534.30786133
3647,1351.99157715
3653,1789.86169434
3654,4461.21728516
3656,1518.25256348
3658,858.946289062
3659,3658.58642578
3663,5943.63574219
3664,3203.00341797
3666,900.658813477
3681,1454.00805664
3689,2570.41186523
3694,2721.05566406
3695,1565.4921875
3699,1443.2019043
3701,2283.08349609
3704,3425.39501953
3721,1212.47607422
3726,3605.25830078
3727,2949.07958984
3729,2609.93945312
3731,3758.5168457
3738,1417.82263184
3740,2657.06835938
3744,1866.89746094
3757,1073.60388184
3758,933.534057617
3778,1524.38500977
3781,3773.90673828
3790,6635.07666016
3796,1378.60351562
3798,6772.43994141
3804,1145.52246094
3813,1094.67224121
3814,1108.10644531
3815,2506.4777832
3818,2078.10107422
3823,2666.88305664
3826,7783.34375
3831,1532.61450195
3834,3456.2434082
3835,2519.70922852
3849,2313.85791016
3850,2709.70458984
3855,2363.76538086
3864,2624.99145508
3867,1963.63867188
3871,1224.37573242
3879,1803.7902832
3880,2680.86401367
3882,3781.55224609
3884,9017.44238281
3893,1744.17932129
3895,1621.26098633
3901,2928.43237305
3903,1034.64672852
3913,1540.67895508
3921,2109.70629883
3929,2379.04296875
3947,883.184875488
3962,1983.60864258
3963,957.812194824
3966,1654.13012695
3975,1642.9362793
3976,5979.96630859
3977,2825.07324219
3978,1166.49780273
3979,942.886352539
3983,1878.39807129
3985,825.561828613
3989,8491.91796875
3992,1856.27709961
3995,2087.06079102
4008,2294.52661133
4013,1848.66564941
4029,1796.5435791
4035,3300.05273438
4040,2265.4284668
4048,861.408996582
4060,1950.40942383
4066,1241.59997559
4075,857.8203125
4079,2181.84350586
4083,1101.78662109
4091,1771.73181152
4092,6664.30761719
4093,2798.1472168
4098,3019.66796875
4108,1451.5456543
4109,925.013549805
4110,3059.12011719
4116,2161.76611328
4129,1665.56408691
4130,4283.00683594
4140,2020.22045898
4146,1588.82458496
4150,3860.16845703
4151,7054.01025391
4153,1397.88903809
4169,6172.18457031
4170,2115.63745117
4179,1547.6105957
4183,4160.63378906
4188,3557.94726562
4190,1551.68518066
4193,1584.16064453
4201,8221.17871094
4205,1251.80957031
4210,2313.90771484
4226,2122.05102539
4229,1850.96252441
4241,2653.71459961
4242,1271.22363281
4257,3233.5546875
4258,763.421447754
4260,2426.24267578
4263,5471.921875
4267,802.835632324
4273,2209.88842773
4274,1710.54162598
4277,1236.20007324
4281,1425.8840332
4283,5076.24414062
4293,2592.33032227
4294,1501.28088379
4305,3615.4909668
4307,3039.07421875
4318,1574.44519043
4325,2310.07177734
4327,4543.45507812
4332,3061.8203125
4335,4089.11083984
4336,4015.08056641
4337,774.688232422
4339,4035.79956055
4343,1296.94848633
4346,935.5546875
4348,1696.92443848
4350,3806.23291016
4358,1956.13549805
4359,2155.6171875
4363,1751.35424805
4366,4228.59814453
4374,986.919311523
4375,2200.6237793
4377,1086.02026367
4393,3075.984375
4395,2337.69311523
4400,1001.25085449
4402,7201.04150391
4404,6829.82128906
4415,2302.37158203
4418,2022.10351562
4422,1474.72094727
4430,1347.25366211
4432,1692.61584473
4433,1148.95678711
4435,5593.28222656
4438,1862.01989746
4444,1923.38513184
4447,2075.94775391
4451,5043.09277344
4452,1844.70532227
4457,1545.99243164
4459,3707.5378418
4469,1441.85119629
4471,8422.66894531
4486,1126.68725586
4488,2502.41845703
4510,1396.73999023
4515,976.059082031
4527,3721.8503418
4530,1006.94543457
4534,888.330444336
4535,3870.28320312
4536,1309.43884277
4548,2945.08203125
4549,1620.42211914
4551,5385.1328125
4556,2513.1418457
4559,774.999511719
4564,1437.35168457
4570,4391.97265625
4575,7378.265625
4584,3120.88793945
4585,2707.42382812
4591,1858.51501465
4592,2917.60644531
4593,1860.38647461
4594,1187.14257812
4598,1218.50708008
4607,2396.48388672
4608,993.940246582
4620,2209.17602539
4621,3287.69067383
4625,2779.87255859
4635,2653.3125
4638,5176.67529297
4652,2561.29174805
4657,2692.26049805
4658,1897.11035156
4666,5688.29443359
4672,1403.99194336
4676,3017.58886719
4680,1129.11523438
4681,5572.75097656
4683,3025.70703125
4684,1095.55029297
4689,2660.66455078
4690,2628.70361328
4692,1863.26135254
4697,1780.8638916
4700,1816.64746094
4705,15990.5517578
4721,1938.66467285
4726,1789.38085938
4729,941.411499023
4731,4862.73974609
4736,2001.83068848
4739,1925.48828125
4740,1842.14257812
4753,1246.85327148
4754,2464.66088867
4755,5147.69384766
4756,1142.23474121
4759,1757.03637695
4764,1296.23498535
4771,2603.21240234
4772,1754.85412598
4776,878.305664062
4780,2948.78491211
4784,1518.64904785
4786,1364.94104004
4787,2982.69848633
4789,1061.82116699
4794,1928.18225098
4800,1885.54980469
4807,3040.90283203
4813,7367.60839844
4818,2292.30908203
4823,11176.5019531
4824,1874.70629883
4829,2390.87280273
4830,942.947387695
4835,2207.20947266
4844,1613.10595703
4845,1732.80541992
4846,2409.7734375
4847,853.286132812
4854,2415.41845703
4857,3364.50708008
4861,938.649597168
4863,1303.29553223
4866,2856.05322266
4869,4108.73339844
4871,1410.99462891
4872,2120.82348633
4875,2800.07958984
4877,8841.19042969
4878,973.639953613
4885,1790.27807617
4886,1527.80688477
4888,3479.25244141
4890,1205.47729492
4896,1124.00756836
4899,2355.20483398
4913,712.785339355
4916,1968.01501465
4920,3941.890625
4925,2663.38330078
4934,1980.79614258
4941,2498.40576172
4946,1595.09838867
4954,2959.85131836
4956,1272.17126465
4958,4893.63574219
4965,1230.72155762
4966,1255.3659668
4970,2493.89990234
4977,1842.78881836
4980,2466.82739258
4984,1824.38513184
4995,997.694213867
4997,2836.13745117
4999,2210.22509766
5005,3318.1394043
5011,1532.07751465
5015,2388.51489258
5016,2554.7434082
5019,2726.75561523
5024,2096.8659668
5030,1988.30004883
5031,1592.20581055
5034,1948.51855469
5047,10861.5566406
5048,2224.04345703
5052,1269.07580566
5061,1869.85876465
5062,13013.7216797
5067,3300.1640625
5068,4424.2578125
5077,1318.99963379
5079,1972.11743164
5090,3096.67749023
5094,2090.92236328
5103,2016.72888184
5104,898.488891602
5106,2063.1081543
5107,2189.89404297
5110,1188.31762695
5114,1744.4777832
5116,4018.58837891
5121,6009.84619141
5122,2982.91674805
5124,1054.7734375
5132,3956.67504883
5133,1815.50646973
5138,2025.84436035
5143,2599.34814453
5153,1458.82092285
5154,1902.09545898
5155,940.485839844
5160,1746.04919434
5169,4318.53662109
5172,3197.7043457
5173,3079.30810547
5179,998.727844238
5182,2734.13183594
5187,1132.67797852
5192,2967.78173828
5211,1303.58435059
5213,2999.3425293
5219,955.491027832
5225,2643.57836914
5226,1121.98059082
5227,4792.90527344
5228,1871.9173584
5239,3306.57226562
5241,1449.54223633
5244,2151.09423828
5248,3574.6652832
5260,1258.35437012
5266,1113.55639648
5273,1867.1003418
5280,7774.28759766
5298,3973.73510742
5300,1149.94677734
5306,3715.41015625
5307,1221.07519531
5311,4709.23681641
5316,1178.75915527
5323,867.137207031
5332,1601.4888916
5336,1578.4107666
5338,1059.19311523
5342,2789.07397461
5347,1274.5625
5355,3747.32568359
5357,1922.41430664
5362,1434.42163086
5363,1197.20202637
5364,967.536621094
5366,2182.11767578
5374,4917.16259766
5375,771.188659668
5379,2708.19799805
5380,2337.43945312
5383,836.500976562
5385,1525.45727539
5390,2100.39819336
5393,3958.62744141
5398,1876.01098633
5411,2718.73242188
5414,843.872558594
5429,1470.5949707
5432,8897.01660156
5436,1227.1965332
5437,4716.98339844
5439,1121.51403809
5440,3278.55322266
5449,1429.49023438
5458,1309.21777344
5460,954.093261719
5462,1239.56030273
5463,2132.44189453
5465,2389.97412109
5467,3307.22070312
5475,2734.73535156
5483,1928.47875977
5485,1347.29724121
5489,1693.26464844
5493,2657.72460938
5497,777.347717285
5501,1420.05639648
5506,1339.91760254
5507,1484.34838867
5510,2702.78320312
5524,4464.52978516
5531,1283.19006348
5542,3730.79296875
5543,1732.4230957
5544,4380.15332031
5552,1605.68908691
5560,2458.92041016
5563,3777.50463867
5573,2495.22558594
5579,1067.70532227
5584,3065.81201172
5585,8769.04101562
5594,1528.18041992
5595,1853.73852539
5597,1641.19262695
5598,1445.56530762
5604,1600.64379883
5606,1518.97729492
5610,1072.11035156
5615,4521.72412109
5631,1353.30712891
5637,1388.45898438
5646,1477.79516602
5656,2999.02416992
5658,10177.3818359
5666,1539.61181641
5668,2296.68188477
5673,1370.06311035
5680,1278.67944336
5691,2423.92333984
5692,7205.07910156
5693,2008.06665039
5697,3357.9296875
5698,1654.5456543
5700,1945.15661621
5704,1959.59667969
5705,1720.26293945
5707,973.263671875
5710,911.663391113
5716,938.63458252
5720,1519.39758301
5722,2391.41357422
5727,2021.53747559
5733,1334.04125977
5737,2328.23632812
5742,3732.00830078
5747,956.962585449
5760,2921.65307617
5774,1577.70996094
5788,5435.79003906
5796,1816.52758789
5797,1411.66149902
5800,2390.0012207
5812,1507.13256836
5814,1200.89501953
5818,1142.81994629
5819,3011.69995117
5823,4294.90820312
5826,2419.02490234
5830,1639.07849121
5831,1543.9979248
5846,2600.22338867
5864,2156.30664062
5869,696.08984375
5870,3775.23364258
5879,1482.64489746
5883,8069.67431641
5886,1218.01025391
5889,4775.52099609
5904,2083.81958008
5905,1037.31323242
5910,2800.69580078
5911,1942.34606934
5914,1629.03356934
5915,1607.42651367
5920,1148.68347168
5925,1997.65991211
5926,1729.04589844
5934,2715.5246582
5939,3033.22680664
5941,1062.34802246
5943,1016.29553223
5949,3163.81713867
5961,1739.25317383
5965,3931.46020508
5966,2463.22680664
5969,723.12878418
5970,2368.76806641
5978,2920.4831543
5979,2468.15844727
5983,1411.62878418
5985,6028.12646484
5989,1155.69494629
5997,1496.27172852
6004,2089.04370117
6010,3768.6340332
6013,1442.44274902
6019,1553.40771484
6020,1295.90136719
6032,1113.66577148
6036,4802.89160156
6037,5588.05712891
6039,1686.60412598
6050,1768.90258789
6051,1535.65698242
6053,4054.04150391
6057,1620.31750488
6059,1235.98120117
6067,4053.43359375
6068,1506.81762695
6075,1607.25769043
6078,822.384277344
6079,4687.50341797
6080,3559.40576172
6082,4408.25683594
6084,1295.11010742
6091,2581.32788086
6092,1350.63012695
6093,5261.56787109
6096,1685.69360352
6102,1741.85644531
6105,1659.52893066
6116,1591.7364502
6122,913.72277832
6126,1000.57873535
6131,4090.92333984
6140,5230.01074219
6141,1108.07885742
6146,939.281921387
6147,2318.31323242
6157,2548.62548828
6162,2232.33447266
6163,2338.74633789
6165,1934.45471191
6170,7075.33300781
6208,1781.04394531
6216,3786.81201172
6218,1594.9465332
6223,2480.64746094
6224,2025.70825195
6227,1720.12133789
6240,9623.10742188
6241,1594.11206055
6246,1281.34143066
6248,3918.078125
6249,1118.32189941
6255,1600.95532227
6261,2949.66333008
6262,7020.90332031
6269,1524.14282227
6271,2136.69897461
6278,2524.43603516
6284,1640.21557617
6285,1436.72497559
6287,1064.86450195
6288,2104.09692383
6291,2246.31298828
6296,970.773742676
6297,2980.03759766
6304,1771.61682129
6309,2994.95166016
6310,978.854675293
6311,2165.93139648
6316,1139.97131348
6319,1485.94262695
6332,9009.79492188
6335,6336.87988281
6336,1268.54821777
6341,1076.89318848
6359,1235.41796875
6369,1640.50939941
6375,794.814208984
6378,3082.81787109
6380,3069.75830078
6385,10058.9589844
6387,7618.37988281
6391,2759.84033203
6392,766.315734863
6393,2412.04833984
6400,846.513183594
6411,2782.54296875
6415,2006.37792969
6416,2454.71337891
6419,2748.82739258
6421,1237.87036133
6432,2337.55932617
6438,1551.45092773
6444,999.477661133
6445,1428.42163086
6446,1323.57250977
6448,7418.65234375
6452,1289.69470215
6459,1793.67651367
6470,3617.59765625
6475,885.732116699
6484,2481.47412109
6492,2618.61865234
6502,1703.81958008
6505,1206.53833008
6506,1840.9642334
6513,2194.27490234
6514,2914.78955078
6524,4542.70605469
6525,724.04498291
6528,1588.27233887
6529,7890.17285156
6531,1831.31970215
6538,1660.36303711
6541,3424.66943359
6546,2871.79833984
6553,911.082702637
6563,716.638549805
6567,1805.54528809
6586,5604.47802734
6588,2467.94921875
6589,4236.56347656
6591,3388.42822266
6596,1371.8762207
6607,1571.35412598
6613,8947.51367188
6615,1932.01306152
6625,1321.99084473
6629,3676.32348633
6630,2853.61791992
6632,1334.20507812
6640,930.07824707
6645,3134.60205078
6648,2064.32275391
6656,1533.30603027
6658,2540.18701172
6661,1559.78808594
6663,2112.77539062
6665,3041.67333984
6673,1669.5378418
6676,1699.69946289
6681,1178.25305176
6683,1639.80371094
6684,862.879882812
6695,1173.73791504
6697,1586.69067383
6700,2704.23242188
6702,1149.92675781
6703,1404.81286621
6704,3614.18896484
6712,3960.22729492
6716,4519.82324219
6723,1242.85693359
6733,3863.88525391
6734,1878.00170898
6739,3647.88134766
6743,650.698486328
6746,1722.6484375
6756,1278.27490234
6758,1546.86425781
6765,979.930480957
6772,2339.1796875
6776,3526.8293457
6777,1730.53344727
6784,2938.91455078
6785,1284.76367188
